R_angstrom,E_CCSD_aug-cc-pV5Z_Eh
1.133066132264529,-1.12527539501338
1.142685370741483,-1.123633534871399
1.1523046092184368,-1.1219926820215067
1.1619238476953908,-1.120353652848042
1.1715430861723446,-1.1187172246583141
1.1811623246492986,-1.1170841375329357
1.1907815631262524,-1.1154550960687457
1.2004008016032064,-1.113830771024536
1.2100200400801602,-1.1122118008753559
1.2196392785571142,-1.1105987932818426
1.229258517034068,-1.108992326478991
1.238877755511022,-1.1073929505902684
1.2484969939879758,-1.1058011888705261
1.2581162324649298,-1.104217538883354
1.2677354709418838,-1.102642473615816
1.2773547094188376,-1.1010764425341402
1.2869739478957916,-1.0995198725845006
1.2965931863727453,-1.097973169141372
1.3062124248496993,-1.09643671690624
1.3158316633266531,-1.0949108807602355
1.3254509018036071,-1.093396006571295
1.335070140280561,-1.0918924219609134
1.344689378757515,-1.0904004370297107
1.354308617234469,-1.0889203450462823
1.3639278557114227,-1.0874524230861344
1.3735470941883767,-1.0859969327077905
1.3831663326653305,-1.0845541204489275
1.3927855711422845,-1.0831242184454792
1.4024048096192383,-1.081707444942414
1.4120240480961923,-1.0803040047933081
1.421643286573146,-1.0789140899342233
1.4312625250501,-1.0775378798330106
1.440881763527054,-1.0761755419247514
1.4505010020040079,-1.0748272319753
1.460120240480962,-1.0734930945315608
1.4697394789579157,-1.0721732632383467
1.4793587174348697,-1.0708678611975164
1.4889779559118235,-1.0695770012972805
1.4985971943887775,-1.0683007865256768
1.5082164328657313,-1.0670393102688522
1.5178356713426853,-1.0657926565957636
1.5274549098196393,-1.0645609005298238
1.537074148296593,-1.0633441083081427
1.546693386773547,-1.0621423376299937
1.5563126252505008,-1.060955637862094
1.5659318637274549,-1.0597840503962304
1.5755511022044086,-1.058627608674904
1.5851703406813626,-1.057486338530925
1.5947895791583164,-1.0563602583588814
1.6044088176352704,-1.0552493793113424
1.6140280561122244,-1.0541537054891232
1.6236472945891782,-1.0530732341253122
1.6332665330661322,-1.052007955764289
1.642885771543086,-1.0509578544355724
1.65250501002004,-1.0499229078237298
1.6621242484969938,-1.0489030874338505
1.6717434869739478,-1.0478983587538795
1.6813627254509016,-1.0469086814137196
1.6909819639278556,-1.0459340093413245
1.7006012024048096,-1.0449742909166
1.7102204408817634,-1.0440294691230299
1.7198396793587174,-1.0430994816972992
1.7294589178356712,-1.042184261277633
1.7390781563126252,-1.041283735550442
1.748697394789579,-1.0403978273958634
1.758316633266533,-1.0395264550324315
1.7679358717434868,-1.0386695321610269
1.7775551102204408,-1.0378269681077759
1.7871743486973948,-1.0369986679669
