R_angstrom,E_CCSD,E_exc_1,E_exc_2
2.949748743718593,-1.0011725763493284,-0.7012705533544753,-0.6994094019769993
2.9738693467336685,-1.0010695542711145,-0.7003461880726951,-0.698633543278302
2.9979899497487437,-1.000973551286372,-0.699425721882579,-0.6978506508869688
3.0221105527638192,-1.0008840969284172,-0.698509353279458,-0.6970616000446956
3.0462311557788944,-1.0008007507980794,-0.6975971629188515,-0.696267210638555
3.07035175879397,-1.0007231008198465,-0.6966892604809545,-0.6954682516307191
3.0944723618090455,-1.0006507615769211,-0.6957857485082802,-0.6946654433025724
3.1185929648241206,-1.0005833727247428,-0.6948867225382297,-0.6938594603153242
3.142713567839196,-1.000520597482579,-0.6939922712426553,-0.6930509334759544
3.1668341708542713,-1.0004621212020421,-0.6931024765766886,-0.6922404405129987
3.190954773869347,-1.000407650010748,-0.6922174139389918,-0.6914285430612994
3.215075376884422,-1.0003569095287124,-0.6913371523439865,-0.6906157406108191
3.2391959798994976,-1.0003096436552057,-0.6904617546079997,-0.68980251371844
3.2633165829145727,-1.000265613423252,-0.689591277549165,-0.6889893049097806
3.2874371859296483,-1.0002245959186458,-0.6887257722024595,-0.6881765254620811
3.311557788944724,-1.000186383261131,-0.6878652691067489,-0.6873645571299024
3.335678391959799,-1.0001507816447515,-0.6870098372853837,-0.6865537538441093
3.3597989949748746,-1.000117610434796,-0.6861594979364722,-0.685744443387988
3.3839195979899497,-1.000086701318612,-0.6853142814106326,-0.684936929023491
3.4080402010050252,-1.0000578975088072,-0.6844742135759128,-0.6841314910533811
3.4321608040201004,-1.0000310529950585,-0.6836393161198472,-0.6833283883087049
3.456281407035176,-1.0000060318430448,-0.6828096068635023,-0.6825278595602238
3.480402010050251,-0.9999827075349423,-0.6819851000842518,-0.6817301248594463
3.5045226130653266,-0.9999609623479512,-0.6811657905976521,-0.6809353868256064
3.528643216080402,-0.999940686763776,-0.6803517181626864,-0.680143831894979
